question,label
아이스 그랜마 애플 블랙티 나눔합니다,O O O O S-COMMENT
아이스 라임 패션 티 나눔합니다,O O O O S-COMMENT
아이스 민트 블렌드 티 나눔합니다,O O O O S-COMMENT
아이스 얼 그레이 티 나눔합니다,O O O O S-COMMENT
아이스 잉글리쉬 브렉퍼스트 티 나눔합니다,O O O O S-COMMENT
아이스 제주 유기 녹차 나눔합니다,O O O O S-COMMENT
아이스 캐모마일 블렌드 티 나눔합니다,O O O O S-COMMENT
아이스 히비스커스 블렌드 티 나눔합니다,O O O O S-COMMENT
자몽 허니 블랙 티 나눔합니다,O O O O S-COMMENT
썸머 시트러스 소르베 그린티 나눔합니다,O O O O S-COMMENT
썸머 시트러스 아이스 그린티 나눔합니다,O O O O S-COMMENT
아이스 자몽 허니 블랙티 나눔합니다,O O O O S-COMMENT
토마토 라임 그린 티 나눔합니다,O O O O S-COMMENT
아이스 그린 티 라떼 나눔합니다,O O O O S-COMMENT
아이스 제주 말차샷 라떼 나눔합니다,O O O O S-COMMENT
아이스 차이 티 라떼 나눔합니다,O O O O S-COMMENT
제주 노랑 고구마 라떼 나눔합니다,O O O O S-COMMENT
부산 레드 온더 비치 나눔합니다,O O O O S-COMMENT
아이스 와일드 베리 플로터 나눔합니다,O O O O S-COMMENT
아이스 제주 까망 라떼 나눔합니다,O O O O S-COMMENT
매콤 소시지 불고기 베이크 나눔합니다,O O O O S-COMMENT
다크 초콜릿 칩 머핀 나눔합니다,O O O O S-COMMENT
월넛 크림 치즈 베이글 나눔합니다,O O O O S-COMMENT
올리브 베이컨 플랫 브레드 나눔합니다,O O O O S-COMMENT
리코타 멜팅 치즈 케이크 나눔합니다,O O O O S-COMMENT
블랙 쿠키 치즈 케이크 나눔합니다,O O O O S-COMMENT
블루베리 쿠키 치즈 케이크 나눔합니다,O O O O S-COMMENT
제주 감귤 치즈 케이크 나눔합니다,O O O O S-COMMENT
진한 녹차 생크림 케이크 나눔합니다,O O O O S-COMMENT
진한 얼그레이 생크림 케이크 나눔합니다,O O O O S-COMMENT
제주 녹차 티라미수 아일랜드 나눔합니다,O O O O S-COMMENT
촉촉 초콜릿 생크림 케이크 나눔합니다,O O O O S-COMMENT
세븐 레이어 가나슈 케이크 나눔합니다,O O O O S-COMMENT
청담스타 얼그레이 밀크 케이크 나눔합니다,O O O O S-COMMENT
청담스타 오 허니 케이크 나눔합니다,O O O O S-COMMENT
크레이프 에멘탈 치즈 케이크 나눔합니다,O O O O S-COMMENT
치킨 커틀렛 아보카도 샌드위치 나눔합니다,O O O O S-COMMENT
콥 앤 요거트 샐러드 나눔합니다,O O O O S-COMMENT
머쉬룸 치즈 클럽 샌드위치 나눔합니다,O O O O S-COMMENT
멕시칸 브리또 밀 박스 나눔합니다,O O O O S-COMMENT
바비큐 치킨 치즈 치아바타 나눔합니다,O O O O S-COMMENT
바질 펜네 밀 박스 나눔합니다,O O O O S-COMMENT
베이컨 치즈 치아바타 모닝박스 나눔합니다,O O O O S-COMMENT
어니언 베이컨 체다치즈 파니니 나눔합니다,O O O O S-COMMENT
에그 베이컨 치즈 베이글 나눔합니다,O O O O S-COMMENT
잉글리쉬 머핀 밀 박스 나눔합니다,O O O O S-COMMENT
제주 당근 크림치즈 샌드위치 나눔합니다,O O O O S-COMMENT
크랜베리 치킨 치즈 샌드위치 나눔합니다,O O O O S-COMMENT
탄두리 치킨 토마토 샌드위치 나눔합니다,O O O O S-COMMENT
터키 멜팅 치즈 샌드위치 나눔합니다,O O O O S-COMMENT
초콜릿 월넛 돔 쿠키 나눔합니다,O O O O S-COMMENT
로스티드 아몬드 앤 초콜릿 나눔합니다,O O O O S-COMMENT
제주 오름 초콜릿 세트 나눔합니다,O O O O S-COMMENT
구워서 바삭한 코코넛 칩 나눔합니다,O O O O S-COMMENT
다크 초콜릿 카우보이 쿠키 나눔합니다,O O O O S-COMMENT
버터 가득 라이스 쿠키 나눔합니다,O O O O S-COMMENT
버터 라이스 쿠키 틴백 나눔합니다,O O O O S-COMMENT
화이트 초콜릿 카우보이 쿠키 나눔합니다,O O O O S-COMMENT
자바 칩 바닐라 아포가토 나눔합니다,O O O O S-COMMENT
자바 칩 초콜릿 아포가토 나눔합니다,O O O O S-COMMENT
아포가토 콜드브루 바닐라 모카 나눔합니다,O O O O S-COMMENT
민트 초코렛 칩 플랫치노 나눔합니다,O O O O S-COMMENT
이디야키즈 유기농 곡물바 딸기 나눔합니다,O O O O S-COMMENT
레몬 유자 캐모마일 티 나눔합니다,O O O O S-COMMENT
화이트 포레스트 아이스 블렌디드 나눔합니다,O O O O S-COMMENT
블랙 포레스트 아이스 블렌디드 나눔합니다,O O O O S-COMMENT
망고 바나나 아이스 블렌디드 나눔합니다,O O O O S-COMMENT
유자 캐모마일 아이스 블렌디드 나눔합니다,O O O O S-COMMENT
후레쉬 망고 아이스 블렌디드 나눔합니다,O O O O S-COMMENT
퓨어 바닐라 아이스 블렌디드 나눔합니다,O O O O S-COMMENT
햄 치즈 잉글리쉬 머핀 나눔합니다,O O O O S-COMMENT
쁘띠 까망베르 치즈 케익 나눔합니다,O O O O S-COMMENT
크랜베리 아몬드 치킨 샌드위치 나눔합니다,O O O O S-COMMENT
모짜렐라 치킨 머쉬룸 샌드위치 나눔합니다,O O O O S-COMMENT
매콤 치킨 치즈 샌드위치 나눔합니다,O O O O S-COMMENT
에그 잼 사라다 샌드위치 나눔합니다,O O O O S-COMMENT
에그 햄 치즈 베이글 나눔합니다,O O O O S-COMMENT
황금 보리 초코 건빵 나눔합니다,O O O O S-COMMENT
라이스 리얼 초코칩 쿠키 나눔합니다,O O O O S-COMMENT
자바 초코렛 칩 스노우 나눔합니다,O O O O S-COMMENT
프리미엄 머쉬룸 베이컨 샌드위치 나눔합니다,O O O O S-COMMENT
크림 치즈 캐롯 케익 나눔합니다,O O O O S-COMMENT
인절미 크림 쉬폰 라운드 나눔합니다,O O O O S-COMMENT
더블 베리 치즈 라운드 나눔합니다,O O O O S-COMMENT
아이스 멜로한 연유 라떼 나눔합니다,O O O O S-COMMENT
아이스 멜로우 크림 라떼 나눔합니다,O O O O S-COMMENT
아이스 시나몬 진저 티 나눔합니다,O O O O S-COMMENT
흑당 가득 품은 호떡 나눔합니다,O O O O S-COMMENT
미니 통밀 후르츠 브레드 나눔합니다,O O O O S-COMMENT
몬스터 하와이안 쉬림프 피자 나눔합니다,O O O O S-COMMENT
골드 이탈리안 치즈 피자 나눔합니다,O O O O S-COMMENT
골드 스테이크 불갈비 피자 나눔합니다,O O O O S-COMMENT
골드 하와이언 쉬림프 피자 나눔합니다,O O O O S-COMMENT
골드 쉬림프 깐풍 피자 나눔합니다,O O O O S-COMMENT
이탈리안 치즈 피자 바이트 나눔합니다,O O O O S-COMMENT
스테이크 불갈비 피자 바이트 나눔합니다,O O O O S-COMMENT
치킨 텐더 피자 바이트 나눔합니다,O O O O S-COMMENT
하와이안 쉬림프 피자 바이트 나눔합니다,O O O O S-COMMENT
쉬림프 깐풍 피자 바이트 나눔합니다,O O O O S-COMMENT
리얼 시카고 오리지널 피자 나눔합니다,O O O O S-COMMENT
토핑 치즈 추가 점보 나눔합니다,O O O O S-COMMENT
웨스턴 에그 앤 치즈 나눔합니다,O O O O S-COMMENT
베이컨 에그 앤 치즈 나눔합니다,O O O O S-COMMENT
스테이크 에그 앤 치즈 나눔합니다,O O O O S-COMMENT
솔티드 카라멜 앤 피넛 나눔합니다,O O O O S-COMMENT
더 쫄깃한 치즈 츄이스티 나눔합니다,O O O O S-COMMENT
소시지 인 치즈 베이글 나눔합니다,O O O O S-COMMENT
치즈 인 치즈 베이글 나눔합니다,O O O O S-COMMENT
그릭슈바인 소시지로 만든 핫도그 나눔합니다,O O O O S-COMMENT
폼나는 아이스 그린티 라떼 나눔합니다,O O O O S-COMMENT
아이스 맨하탄 드립 커피 나눔합니다,O O O O S-COMMENT
흑미 찹쌀 토스트 식빵 나눔합니다,O O O O S-COMMENT
달콤한 흑당 꿀 도넛 나눔합니다,O O O O S-COMMENT
생크림 만난 마롱 브레드 나눔합니다,O O O O S-COMMENT
생크림 듬뿍 망고 패스트리 나눔합니다,O O O O S-COMMENT
요거크림 듬뿍 블루베리 패스트리 나눔합니다,O O O O S-COMMENT
탕종법으로 만든 쫄깃한 식빵 나눔합니다,O O O O S-COMMENT
겉은바삭 속은 촉촉한 플레인스콘 나눔합니다,O O O O S-COMMENT
겉은바삭 속은 촉촉한 쇼콜라스콘 나눔합니다,O O O O S-COMMENT
사르르 초코 생크림 쉬폰 나눔합니다,O O O O S-COMMENT
부드러운 고구마 라떼 케이크 나눔합니다,O O O O S-COMMENT
진한 우유 생크림 케이크 나눔합니다,O O O O S-COMMENT
초코 골드 레이어 케이크 나눔합니다,O O O O S-COMMENT
오! 해피 한라봉앤오렌지 케이크 나눔합니다,O O O O S-COMMENT
정말 진한 순치즈 케이크 나눔합니다,O O O O S-COMMENT
싱그러운 치킨텐더 그린 랩 나눔합니다,O O O O S-COMMENT
단호박 리코타 과일 샐러드 나눔합니다,O O O O S-COMMENT
아이스 로얄 밀크티 라떼 나눔합니다,O O O O S-COMMENT
쿠키 앤 크림 카라멜 나눔합니다,O O O O S-COMMENT
곰돌이 푸 흑당 생크림 나눔합니다,O O O O S-COMMENT
메가에이드 레몬 자몽 라임 나눔합니다,O O O O S-COMMENT
소고기 가라아게 앤 칠리소스 나눔합니다,O O O O S-COMMENT
단호박 생선탕수 앤 키위소스 나눔합니다,O O O O S-COMMENT
제주도 빙떡 앤 귤간장소스 나눔합니다,O O O O S-COMMENT
더블 체다 함박 스테이크 나눔합니다,O O O O S-COMMENT
콰트로 치즈 빠네 파스타 나눔합니다,O O O O S-COMMENT
바질 크림 빠네 파스타 나눔합니다,O O O O S-COMMENT
시리얼 옥수수 그래놀라 코코넛 나눔합니다,O O O O S-COMMENT
산마늘 명이나물 장아찌 초절임 나눔합니다,O O O O S-COMMENT
샌드위치 햄 치즈 채소 나눔합니다,O O O O S-COMMENT
화이트 크림 스파게티 나눔합니다,O O O S-COMMENT
치즈 볼로네즈 스파게티 나눔합니다,O O O S-COMMENT
오븐치즈 베이컨 크림스파게티 나눔합니다,O O O S-COMMENT
오븐치즈 미트 스파게티 나눔합니다,O O O S-COMMENT
쿠키 앤 크림 나눔합니다,O O O S-COMMENT
아이스 바닐라 카페라떼 나눔합니다,O O O S-COMMENT
아이스 헤이즐넛 카페라떼 나눔합니다,O O O S-COMMENT
민트 초콜릿 라떼 나눔합니다,O O O S-COMMENT
아이스 다크초코 라떼 나눔합니다,O O O S-COMMENT
아이스 고구마 라떼 나눔합니다,O O O S-COMMENT
아이스 그린티 라떼 나눔합니다,O O O S-COMMENT
아이스 홍차 라떼 나눔합니다,O O O S-COMMENT
플레인 요거트 스무디 나눔합니다,O O O S-COMMENT
딸기 요거트 스무디 나눔합니다,O O O S-COMMENT
블루베리 요거트 스무디 나눔합니다,O O O S-COMMENT
레드벨벳 요거트 롤 나눔합니다,O O O S-COMMENT
리코타 딸기 샌디 나눔합니다,O O O S-COMMENT
로투스 비스코프 도넛 나눔합니다,O O O S-COMMENT
파우더 스트로베리 필드 나눔합니다,O O O S-COMMENT
글레이즈드 사워 크림 나눔합니다,O O O S-COMMENT
글레이즈드 초콜릿 케익 나눔합니다,O O O S-COMMENT
다크 핫 초콜릿 나눔합니다,O O O S-COMMENT
순수우유 딸기 쉐이크 나눔합니다,O O O S-COMMENT
크리스피 아이스크림 콘 나눔합니다,O O O S-COMMENT
피넛 버터 라떼 나눔합니다,O O O S-COMMENT
피넛 버터 프라페 나눔합니다,O O O S-COMMENT
아이스 바닐라 라떼 나눔합니다,O O O S-COMMENT
아이스 카라멜 마끼아또 나눔합니다,O O O S-COMMENT
아이스 민트모카 라떼 나눔합니다,O O O S-COMMENT
메론 치즈 프라페 나눔합니다,O O O S-COMMENT
코코넛 카페 요프치노 나눔합니다,O O O S-COMMENT
순수 치즈 프라페 나눔합니다,O O O S-COMMENT
그린티 치즈 프라페 나눔합니다,O O O S-COMMENT
아이스 블랙빈 라떼 나눔합니다,O O O S-COMMENT
순수 딸기 우유 나눔합니다,O O O S-COMMENT
자몽 스파클링 에이드 나눔합니다,O O O S-COMMENT
오렌지 스파클링 에이드 나눔합니다,O O O S-COMMENT
레몬 스파클링 에이드 나눔합니다,O O O S-COMMENT
바나나 생과일 주스 나눔합니다,O O O S-COMMENT
흑당 시나몬 버블티 나눔합니다,O O O S-COMMENT
흑당 쇼콜라 버블티 나눔합니다,O O O S-COMMENT
흑당 말차 버블티 나눔합니다,O O O S-COMMENT
흑당 카페 버블티 나눔합니다,O O O S-COMMENT
흑당 홍차 버블티 나눔합니다,O O O S-COMMENT
상그리아 유자 티 나눔합니다,O O O S-COMMENT
아이스 상그리아 티 나눔합니다,O O O S-COMMENT
플레인 요거트 쉐이크 나눔합니다,O O O S-COMMENT
딸기 요거트 쉐이크 나눔합니다,O O O S-COMMENT
망고 요거트 쉐이크 나눔합니다,O O O S-COMMENT
블루베리 요거트 쉐이크 나눔합니다,O O O S-COMMENT
메론 요거트 스무디 나눔합니다,O O O S-COMMENT
복숭아 요거트 스무디 나눔합니다,O O O S-COMMENT
망고 요거트 스무디 나눔합니다,O O O S-COMMENT
순수 딸기 요거트 나눔합니다,O O O S-COMMENT
티라미수 밀크 아이스크림 나눔합니다,O O O S-COMMENT
플레인 밀크 쉐이크 나눔합니다,O O O S-COMMENT
피넛 밀크 쉐이크 나눔합니다,O O O S-COMMENT
쿠키 밀크 쉐이크 나눔합니다,O O O S-COMMENT
초콜릿 밀크 쉐이크 나눔합니다,O O O S-COMMENT
말차 밀크 프라페 나눔합니다,O O O S-COMMENT
오곡 밀크 프라페 나눔합니다,O O O S-COMMENT
에스프레소 밀크 프라페 나눔합니다,O O O S-COMMENT
딸기 생크림 카스테라 나눔합니다,O O O S-COMMENT
메론 생크림 카스테라 나눔합니다,O O O S-COMMENT
콘 어니언 핫도그 나눔합니다,O O O S-COMMENT
프렌치 초콜릿 케이크 나눔합니다,O O O S-COMMENT
딸기 생크림 오믈렛 나눔합니다,O O O S-COMMENT
초코 생크림 오믈렛 나눔합니다,O O O S-COMMENT
순수 요거트 오믈렛 나눔합니다,O O O S-COMMENT
청포도 생크림 오믈렛 나눔합니다,O O O S-COMMENT
블루베리 생크림 오믈렛 나눔합니다,O O O S-COMMENT
생크림 딸기 와플 나눔합니다,O O O S-COMMENT
생크림 망고 와플 나눔합니다,O O O S-COMMENT
생크림 딸기 토스트 나눔합니다,O O O S-COMMENT
생크림 망고 토스트 나눔합니다,O O O S-COMMENT
아이스 바닐라 슈 나눔합니다,O O O S-COMMENT
아이스 초코 슈 나눔합니다,O O O S-COMMENT
홍시 스노우 빙수 나눔합니다,O O O S-COMMENT
콩고물 스노우 빙수 나눔합니다,O O O S-COMMENT
망고앤치즈 스노우 빙수 나눔합니다,O O O S-COMMENT
딸기앤치즈 스노우 빙수 나눔합니다,O O O S-COMMENT
딸기앤망고 요거트 빙수 나눔합니다,O O O S-COMMENT
베리앤베리 요거트 빙수 나눔합니다,O O O S-COMMENT
피치앤망고 요거트 빙수 나눔합니다,O O O S-COMMENT
치즈 요거트 빙수 나눔합니다,O O O S-COMMENT
흑당 아인슈페너 라떼 나눔합니다,O O O S-COMMENT
콜드브루 헤이즐넛 라떼 나눔합니다,O O O S-COMMENT
플레어 연유 라떼 나눔합니다,O O O S-COMMENT
플레어 시나몬 라떼 나눔합니다,O O O S-COMMENT
콜드브루 화이트 모카프라페노 나눔합니다,O O O S-COMMENT
브라운슈가 콜드브루 펄라떼 나눔합니다,O O O S-COMMENT
브라운슈가 밀크티 펄라떼 나눔합니다,O O O S-COMMENT
딸기 젤라또 프라페노 나눔합니다,O O O S-COMMENT
청도 홍시 라떼 나눔합니다,O O O S-COMMENT
청도 홍시 주스 나눔합니다,O O O S-COMMENT
라운드 쇼콜라 케이크 나눔합니다,O O O S-COMMENT
스윗 망고 빙수 나눔합니다,O O O S-COMMENT
스윗 망고 눈꽃빙수 나눔합니다,O O O S-COMMENT
블랙 티 얼그레이 나눔합니다,O O O S-COMMENT
허브 티 캐모마일 나눔합니다,O O O S-COMMENT
허브 티 페퍼민트 나눔합니다,O O O S-COMMENT
허브 티 로즈마리 나눔합니다,O O O S-COMMENT
후레쉬 티 자몽 나눔합니다,O O O S-COMMENT
후레쉬 티 레몬 나눔합니다,O O O S-COMMENT
프리미엄 요거트 스무디 나눔합니다,O O O S-COMMENT
프리미엄 스무디 블루베리 나눔합니다,O O O S-COMMENT
프리미엄 스무디 유자 나눔합니다,O O O S-COMMENT
과일 요거트 스무디 나눔합니다,O O O S-COMMENT
과일 스무디 딸기 나눔합니다,O O O S-COMMENT
과일 스무디 망고 나눔합니다,O O O S-COMMENT
후레쉬 에이드 자몽 나눔합니다,O O O S-COMMENT
후레쉬 에이드 망고 나눔합니다,O O O S-COMMENT
후레쉬 쥬스 오렌지 나눔합니다,O O O S-COMMENT
후레쉬 에이드 레몬 나눔합니다,O O O S-COMMENT
후레쉬 쥬스 자몽 나눔합니다,O O O S-COMMENT
후레쉬 주스 오렌지 나눔합니다,O O O S-COMMENT
아이스 티 복숭아 나눔합니다,O O O S-COMMENT
아이스 티 레몬 나눔합니다,O O O S-COMMENT
국내산 과일주스 딸기 나눔합니다,O O O S-COMMENT
넘버 원 모카 나눔합니다,O O O S-COMMENT
시나몬 크림 모카 나눔합니다,O O O S-COMMENT
아이스 에스프레소 토피넛라떼 나눔합니다,O O O S-COMMENT
아이스 카라멜 라떼 나눔합니다,O O O S-COMMENT
아이스 화이트초코 라떼 나눔합니다,O O O S-COMMENT
아이스 초코 라떼 나눔합니다,O O O S-COMMENT
아이스 토피넛 라떼 나눔합니다,O O O S-COMMENT
시나몬 크림 초코 나눔합니다,O O O S-COMMENT
아이스 민트초코 라떼 나눔합니다,O O O S-COMMENT
딸퐁 요거트 프로스트 나눔합니다,O O O S-COMMENT
리얼 쿠앤크 쉐이크 나눔합니다,O O O S-COMMENT
리얼 블루베리 쉐이크 나눔합니다,O O O S-COMMENT
리얼 딸기 쉐이크 나눔합니다,O O O S-COMMENT
오리지널 바닐라 쉐이크 나눔합니다,O O O S-COMMENT
블루베리 버블 프로스트 나눔합니다,O O O S-COMMENT
타로 버블 프로스트 나눔합니다,O O O S-COMMENT
망고 버블 프로스트 나눔합니다,O O O S-COMMENT
플레인 요거트 프로스트 나눔합니다,O O O S-COMMENT
딸기 요거트 프로스트 나눔합니다,O O O S-COMMENT
키위 요거트 프로스트 나눔합니다,O O O S-COMMENT
망고 요거트 프로스트 나눔합니다,O O O S-COMMENT
블루 레몬 에이드 나눔합니다,O O O S-COMMENT
블루베리 치즈크림 눈꽃빙수 나눔합니다,O O O S-COMMENT
시나몬 멜츠 브레드 나눔합니다,O O O S-COMMENT
